Field1;photoID;photoTitle;photoUrl;photoAccur;photoTags;photoTagsC;photoComme;photoDateP;photoDateT;photoDescr;photoNotes;photoNot_1;photoMedia;photoMed_1;photoLicen;photoIsFam;photoIsFri;photoIsPri;photoLongi;photoLatit;userID;userName;userRealNa;userPhotoC;userPhotoF;userPhot_1;userLocati;userBuddyI;userIsPro;userIsAdmi;userContac;userPhotoS
40;7585061146;Berliner Verkehrsbetriebe;http://www.flickr.com/photos/thomasbrauner/7585061146/;16;Canon Powershot S95 - Berlin - Deutschland - DE - Berliner Verkehrsbetriebe?? - BVG - Brandenburger Tor - vergilbt - Sonne - Hitze - Plakat -;11;0;16 Jul 2012 19:41:00 GMT;16 Jul 2012 17:27:57 GMT;;;0;NA;NA;1;FALSE;FALSE;NA;13,419383;52,524536;10131865@N02;Songkran;;3550;16 Jul 2007 15:10:42 GMT;9 Jul 1988 22:00:00 GMT;;http://farm2.static.flickr.com/1139/buddyicons/10131865@N02.jpg;TRUE;FALSE;28;62
41;7561788422;Berlin - Blick vom Balkon des Allianz-Hauses am Pariser Platz;http://www.flickr.com/photos/stephan2000659/7561788422/;16;Berlin - Pariser Platz - Allianz-Haus - Brandenburger Tor - Brandenburg Gate -;5;0;13 Jul 2012 13:30:36 GMT;12 Jul 2012 18:05:04 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,377699;52,516273;25875895@N07;stephan200659;Stephan;6428;21 Apr 2008 15:58:15 GMT;11 Jul 2007 16:24:26 GMT;Wachtberg, Deutschland;http://farm3.static.flickr.com/2063/buddyicons/25875895@N07.jpg;TRUE;FALSE;23;30
42;7561786968;Berlin - Blick vom Balkon des Allianz-Hauses am Pariser Platz;http://www.flickr.com/photos/stephan2000659/7561786968/;16;Berlin - Pariser Platz - Allianz-Haus - Brandenburger Tor - Brandenburg Gate -;5;0;13 Jul 2012 13:30:16 GMT;12 Jul 2012 18:04:49 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,377699;52,516273;25875895@N07;stephan200659;Stephan;6428;21 Apr 2008 15:58:15 GMT;11 Jul 2007 16:24:26 GMT;Wachtberg, Deutschland;http://farm3.static.flickr.com/2063/buddyicons/25875895@N07.jpg;TRUE;FALSE;23;30
43;7561786200;Berlin - Blick vom Balkon des Allianz-Hauses am Pariser Platz;http://www.flickr.com/photos/stephan2000659/7561786200/;16;Berlin - Pariser Platz - Allianz-Haus - Brandenburger Tor - Brandenburg Gate -;5;0;13 Jul 2012 13:30:05 GMT;12 Jul 2012 18:04:24 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,377699;52,516273;25875895@N07;stephan200659;Stephan;6428;21 Apr 2008 15:58:15 GMT;11 Jul 2007 16:24:26 GMT;Wachtberg, Deutschland;http://farm3.static.flickr.com/2063/buddyicons/25875895@N07.jpg;TRUE;FALSE;23;30
44;7561785356;Berlin - Blick vom Balkon des Allianz-Hauses am Pariser Platz;http://www.flickr.com/photos/stephan2000659/7561785356/;16;Berlin - Pariser Platz - Allianz-Haus - Brandenburger Tor - Brandenburg Gate -;5;0;13 Jul 2012 13:29:52 GMT;12 Jul 2012 17:59:11 GMT;Foto: J?Ârg Brandis;;0;NA;NA;0;FALSE;FALSE;NA;13,377699;52,516273;25875895@N07;stephan200659;Stephan;6428;21 Apr 2008 15:58:15 GMT;11 Jul 2007 16:24:26 GMT;Wachtberg, Deutschland;http://farm3.static.flickr.com/2063/buddyicons/25875895@N07.jpg;TRUE;FALSE;23;30
45;7561779882;Berlin - Blick vom Balkon des Allianz-Hauses am Pariser Platz;http://www.flickr.com/photos/stephan2000659/7561779882/;16;Berlin - Pariser Platz - Allianz-Haus - Brandenburger Tor - Brandenburg Gate -;5;0;13 Jul 2012 13:28:31 GMT;12 Jul 2012 13:32:12 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,377699;52,516273;25875895@N07;stephan200659;Stephan;6428;21 Apr 2008 15:58:15 GMT;11 Jul 2007 16:24:26 GMT;Wachtberg, Deutschland;http://farm3.static.flickr.com/2063/buddyicons/25875895@N07.jpg;TRUE;FALSE;23;30
46;7561783690;Berlin - Blick vom Balkon des Allianz-Hauses am Pariser Platz;http://www.flickr.com/photos/stephan2000659/7561783690/;16;Berlin - Pariser Platz - Allianz-Haus - Brandenburger Tor - Brandenburg Gate -;5;0;13 Jul 2012 13:29:28 GMT;12 Jul 2012 17:58:39 GMT;Foto: J?Ârg Brandis;;0;NA;NA;0;FALSE;FALSE;NA;13,377699;52,516273;25875895@N07;stephan200659;Stephan;6428;21 Apr 2008 15:58:15 GMT;11 Jul 2007 16:24:26 GMT;Wachtberg, Deutschland;http://farm3.static.flickr.com/2063/buddyicons/25875895@N07.jpg;TRUE;FALSE;23;30
47;7561782986;Berlin - Blick vom Balkon des Allianz-Hauses am Pariser Platz;http://www.flickr.com/photos/stephan2000659/7561782986/;16;Berlin - Pariser Platz - Allianz-Haus - Brandenburger Tor - Brandenburg Gate -;5;0;13 Jul 2012 13:29:17 GMT;12 Jul 2012 17:58:15 GMT;Foto: J?Ârg Brandis;;0;NA;NA;0;FALSE;FALSE;NA;13,377699;52,516273;25875895@N07;stephan200659;Stephan;6428;21 Apr 2008 15:58:15 GMT;11 Jul 2007 16:24:26 GMT;Wachtberg, Deutschland;http://farm3.static.flickr.com/2063/buddyicons/25875895@N07.jpg;TRUE;FALSE;23;30
48;7561784534;Berlin - Blick vom Balkon des Allianz-Hauses am Pariser Platz;http://www.flickr.com/photos/stephan2000659/7561784534/;16;Berlin - Pariser Platz - Allianz-Haus - Brandenburger Tor - Brandenburg Gate -;5;0;13 Jul 2012 13:29:41 GMT;12 Jul 2012 17:58:52 GMT;Foto: J?Ârg Brandis;;0;NA;NA;0;FALSE;FALSE;NA;13,377699;52,516273;25875895@N07;stephan200659;Stephan;6428;21 Apr 2008 15:58:15 GMT;11 Jul 2007 16:24:26 GMT;Wachtberg, Deutschland;http://farm3.static.flickr.com/2063/buddyicons/25875895@N07.jpg;TRUE;FALSE;23;30
49;7554806238;U-Bahnhof Brandenburg Tor;http://www.flickr.com/photos/gordongross/7554806238/;16;berlin - brandenburgertor - kanzlerbahn -;3;0;12 Jul 2012 08:42:59 GMT;4 Jul 2012 09:44:42 GMT;Berlin, Juli 2012;;0;NA;NA;0;FALSE;FALSE;NA;13,38051;52,516495;75698175@N07;gordongross;;346;1 Feb 2012 19:48:48 GMT;5 Dec 2006 18:56:10 GMT;;http://farm8.static.flickr.com/7142/buddyicons/75698175@N07.jpg;TRUE;FALSE;66;14
50;7554806320;Kanzlerbahn;http://www.flickr.com/photos/gordongross/7554806320/;16;berlin - brandenburgertor - kanzlerbahn -;3;0;12 Jul 2012 08:42:58 GMT;4 Jul 2012 09:40:48 GMT;Berlin, Juli 2012;;0;NA;NA;0;FALSE;FALSE;NA;13,382184;52,516613;75698175@N07;gordongross;;346;1 Feb 2012 19:48:48 GMT;5 Dec 2006 18:56:10 GMT;;http://farm8.static.flickr.com/7142/buddyicons/75698175@N07.jpg;TRUE;FALSE;66;14
51;7521425598;Brandenburger Tor;http://www.flickr.com/photos/opiu/7521425598/;16;Brandenburg Gate - Brandenburger Tor - Porta di Brandeburgo - Berlin - Berlino - Germania - Germany -;7;0;7 Jul 2012 16:56:29 GMT;17 Jun 2012 11:06:41 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,380694;52,516266;95645163@N00;opiu;;3052;19 Feb 2007 16:27:39 GMT;26 Dec 1985 16:45:02 GMT;Milan;http://farm4.static.flickr.com/3030/buddyicons/95645163@N00.jpg;TRUE;FALSE;126;84
52;7511357414;Berlin - Brandenburger Tor;http://www.flickr.com/photos/stephan2000659/7511357414/;16;Brandenburger - Tor - Brandenburger Tor - Brandenburg Gate - Pariser Platz 2012-07-05 - Berlin -;6;0;6 Jul 2012 00:05:12 GMT;5 Jul 2012 16:42:34 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,377699;52,516273;25875895@N07;stephan200659;Stephan;6428;21 Apr 2008 15:58:15 GMT;11 Jul 2007 16:24:26 GMT;Wachtberg, Deutschland;http://farm3.static.flickr.com/2063/buddyicons/25875895@N07.jpg;TRUE;FALSE;23;30
53;7511361086;Berlin - Brandenburger Tor;http://www.flickr.com/photos/stephan2000659/7511361086/;16;Brandenburger - Tor - Brandenburger Tor - Brandenburg Gate - Pariser Platz 2012-07-05 - Berlin -;6;0;6 Jul 2012 00:06:01 GMT;5 Jul 2012 16:42:55 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,377699;52,516273;25875895@N07;stephan200659;Stephan;6428;21 Apr 2008 15:58:15 GMT;11 Jul 2007 16:24:26 GMT;Wachtberg, Deutschland;http://farm3.static.flickr.com/2063/buddyicons/25875895@N07.jpg;TRUE;FALSE;23;30
54;7511354312;Berlin - Brandenburger Tor;http://www.flickr.com/photos/stephan2000659/7511354312/;16;Brandenburger - Tor - Brandenburger Tor - Brandenburg Gate - Adlon - Hotel Adlon - Pariser Platz 2012-07-05 - Berlin -;8;0;6 Jul 2012 00:04:26 GMT;5 Jul 2012 16:41:46 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,377699;52,516273;25875895@N07;stephan200659;Stephan;6428;21 Apr 2008 15:58:15 GMT;11 Jul 2007 16:24:26 GMT;Wachtberg, Deutschland;http://farm3.static.flickr.com/2063/buddyicons/25875895@N07.jpg;TRUE;FALSE;23;30
55;7467310080;Brandenburger Gate Quadriga;http://www.flickr.com/photos/jokofacile/7467310080/;16;Berlin - Brandenburger Gate - Brandenburger Tor - City - Colorkey - Deutschland - Germany - Nachtaufnahme - Night Shot - Quadriga - Stadt - Town -;12;7;29 Jun 2012 16:03:08 GMT;9 Jun 2012 21:03:55 GMT;The quadriga located on the Brandenburger Gate, taken at night. What I completly missed, is, that this night was the night of the first football game of the German team in the EM 2012. Right behind the gate the public viewing area was placed and the blue;? -;1;NA;NA;0;FALSE;FALSE;NA;13,378247;52,516327;53748166@N05;Joko-Facile;;1068;9 Sep 2010 15:53:05 GMT;5 Apr 2008 09:57:16 GMT;;http://farm5.static.flickr.com/4111/buddyicons/53748166@N05.jpg;TRUE;FALSE;70;32
56;7446814450;brandenburg tor;http://www.flickr.com/photos/andreatoffanin/7446814450/;16;berlin - berlino - germany - germania - nikon - nikon D3100 - 2012 - mitte - tiergarten - porta di brandeburgo - brandenburger tor - bianco e nero - black and white - bw -;14;1;26 Jun 2012 10:02:27 GMT;14 May 2012 10:59:09 GMT;Berlin;;0;NA;NA;0;FALSE;FALSE;NA;13,374427;52,516155;22563396@N03;[toffa];andrea;2182;7 Jan 2008 19:37:36 GMT;21 Jun 2003 13:14:48 GMT;Milano, Italia;http://farm3.static.flickr.com/2010/buddyicons/22563396@N03.jpg;TRUE;FALSE;166;60
57;7413496944;Branderburger Tor,Berlin;http://www.flickr.com/photos/strantom/7413496944/;16;Berlin - Brandenburg Gate - Brandenburger Tor - D90 - Germany - Pariser Platz - Unter den Linden - europe - europa - 1685vr - deutschland -;11;1;21 Jun 2012 11:53:29 GMT;6 Apr 2012 10:20:35 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,378644;52,516514;72794282@N04;StranTom;;522;26 Dec 2011 09:03:16 GMT;30 Jul 2003 11:07:01 GMT;;http://farm8.static.flickr.com/7149/buddyicons/72794282@N04.jpg;TRUE;FALSE;68;36
58;7413486282;Hotel Adlon,Berlin;http://www.flickr.com/photos/strantom/7413486282/;16;18-105 vr - Adlon - Berlin - Brandenburg Gate - Brandenburger Tor - Germany - Hotel - Pariser Platz - Unter den Linden - nikon - Nikkor - Deutschland - D90 - Europe - Europa -;15;1;21 Jun 2012 11:50:29 GMT;12 Oct 2011 13:07:25 GMT;"<a href=""http://en.wikipedia.org/wiki/Hotel_Adlon"" rel=""nofollow"">en.wikipedia.org/wiki/Hotel_Adlon</a>";;0;NA;NA;0;FALSE;FALSE;NA;13,379458;52,51656;72794282@N04;StranTom;;522;26 Dec 2011 09:03:16 GMT;30 Jul 2003 11:07:01 GMT;;http://farm8.static.flickr.com/7149/buddyicons/72794282@N04.jpg;TRUE;FALSE;68;36
59;7402708604;First we'll take Manhattan;http://www.flickr.com/photos/luckypoet/7402708604/;16;Berlin - Brandenburg Gate - Brandenburger Tor - Deutschland - Germany - Pariser Platz - architecture -;7;0;19 Jun 2012 17:57:40 GMT;7 May 2012 09:47:43 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,377764;52,516315;9569240@N06;Lucky Poet;;3262;22 Feb 2008 13:46:10 GMT;5 Jul 2006 17:44:49 GMT;Edinburgh, Scotland;http://farm3.static.flickr.com/2080/buddyicons/9569240@N06.jpg;TRUE;FALSE;111;36
60;7402708106;A sense of platz;http://www.flickr.com/photos/luckypoet/7402708106/;16;Berlin - Brandenburg Gate - Brandenburger Tor - Deutschland - Germany - Pariser Platz - black & white - sign -;8;0;19 Jun 2012 17:57:36 GMT;7 May 2012 09:46:43 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,378343;52,516586;9569240@N06;Lucky Poet;;3262;22 Feb 2008 13:46:10 GMT;5 Jul 2006 17:44:49 GMT;Edinburgh, Scotland;http://farm3.static.flickr.com/2080/buddyicons/9569240@N06.jpg;TRUE;FALSE;111;36
61;7399764722;72248 Die Goldelse sagt leise;http://www.flickr.com/photos/hajo-ed/7399764722/;16;hauptbahnhof - mainstation - berlin - bundeshauptstadt - reichstag - spree - brandenburger tor - tiergarten - denkm?ñler - fanmeile - rosengarten - siegess?ñule - goldelse - ?Âpnv - s-bahn -;15;0;19 Jun 2012 06:49:47 GMT;9 Jun 2012 15:41:13 GMT;Servus und wir schnappen uns den n?ñchsten Bus, um mit dem grossen Strom mitzuschwimmen - zur n?ñchsten S-Bahn, sie geht schonender mit den angeknacksten Wirbeln der S?ñule um!;;0;NA;NA;0;FALSE;FALSE;NA;13,315982;52,505375;9004647@N06;golli43;Hajo;68882;16 Jun 2007 15:35:22 GMT;31 Dec 1878 23:00:00 GMT;Berlin - Westend, Deutschland;http://farm4.static.flickr.com/3633/buddyicons/9004647@N06.jpg;TRUE;FALSE;1000;331
62;7399763292;72246 Die Goldelse sagt leise;http://www.flickr.com/photos/hajo-ed/7399763292/;16;hauptbahnhof - mainstation - berlin - bundeshauptstadt - reichstag - spree - brandenburger tor - tiergarten - denkm?ñler - fanmeile - rosengarten - siegess?ñule - goldelse - ?Âpnv - s-bahn -;15;1;19 Jun 2012 06:49:23 GMT;9 Jun 2012 15:19:31 GMT;Servus und wir schnappen uns den n?ñchsten Bus, um mit dem grossen Strom mitzuschwimmen - zur n?ñchsten S-Bahn, sie geht schonender mit den angeknacksten Wirbeln der S?ñule um!;;0;NA;NA;0;FALSE;FALSE;NA;13,350078;52,514442;9004647@N06;golli43;Hajo;68882;16 Jun 2007 15:35:22 GMT;31 Dec 1878 23:00:00 GMT;Berlin - Westend, Deutschland;http://farm4.static.flickr.com/3633/buddyicons/9004647@N06.jpg;TRUE;FALSE;1000;331
63;7399764472;72249 Die Goldelse sagt leise;http://www.flickr.com/photos/hajo-ed/7399764472/;16;hauptbahnhof - mainstation - berlin - bundeshauptstadt - reichstag - spree - brandenburger tor - tiergarten - denkm?ñler - fanmeile - rosengarten - siegess?ñule - goldelse - ?Âpnv - s-bahn -;15;1;19 Jun 2012 06:49:43 GMT;9 Jun 2012 15:38:10 GMT;Servus und wir schnappen uns den n?ñchsten Bus, um mit dem grossen Strom mitzuschwimmen - zur n?ñchsten S-Bahn, sie geht schonender mit den angeknacksten Wirbeln der S?ñule um!;;0;NA;NA;0;FALSE;FALSE;NA;13,315982;52,505375;9004647@N06;golli43;Hajo;68882;16 Jun 2007 15:35:22 GMT;31 Dec 1878 23:00:00 GMT;Berlin - Westend, Deutschland;http://farm4.static.flickr.com/3633/buddyicons/9004647@N06.jpg;TRUE;FALSE;1000;331
64;7399764110;72250 Die Goldelse sagt leise;http://www.flickr.com/photos/hajo-ed/7399764110/;16;hauptbahnhof - mainstation - berlin - bundeshauptstadt - reichstag - spree - brandenburger tor - tiergarten - denkm?ñler - fanmeile - rosengarten - siegess?ñule - goldelse - ?Âpnv - s-bahn -;15;1;19 Jun 2012 06:49:37 GMT;9 Jun 2012 15:46:31 GMT;Servus und wir schnappen uns den n?ñchsten Bus, um mit dem grossen Strom mitzuschwimmen - zur n?ñchsten S-Bahn, sie geht schonender mit den angeknacksten Wirbeln der S?ñule um!;;0;NA;NA;0;FALSE;FALSE;NA;13,315982;52,505375;9004647@N06;golli43;Hajo;68882;16 Jun 2007 15:35:22 GMT;31 Dec 1878 23:00:00 GMT;Berlin - Westend, Deutschland;http://farm4.static.flickr.com/3633/buddyicons/9004647@N06.jpg;TRUE;FALSE;1000;331
65;7399763708;72247 Die Goldelse sagt leise;http://www.flickr.com/photos/hajo-ed/7399763708/;16;hauptbahnhof - mainstation - berlin - bundeshauptstadt - reichstag - spree - brandenburger tor - tiergarten - denkm?ñler - fanmeile - rosengarten - siegess?ñule - goldelse - ?Âpnv - s-bahn -;15;1;19 Jun 2012 06:49:29 GMT;9 Jun 2012 15:40:52 GMT;Servus und wir schnappen uns den n?ñchsten Bus, um mit dem grossen Strom mitzuschwimmen - zur n?ñchsten S-Bahn, sie geht schonender mit den angeknacksten Wirbeln der S?ñule um!;;0;NA;NA;0;FALSE;FALSE;NA;13,315982;52,505375;9004647@N06;golli43;Hajo;68882;16 Jun 2007 15:35:22 GMT;31 Dec 1878 23:00:00 GMT;Berlin - Westend, Deutschland;http://farm4.static.flickr.com/3633/buddyicons/9004647@N06.jpg;TRUE;FALSE;1000;331
66;7399718046;72211 Hier gehen wir wieder nach dem alten Motto,;http://www.flickr.com/photos/hajo-ed/7399718046/;16;hauptbahnhof - mainstation - berlin - bundeshauptstadt - reichstag - spree - brandenburger tor - tiergarten - denkm?ñler - fanmeile - rosengarten - siegess?ñule - goldelse -;13;0;19 Jun 2012 06:35:44 GMT;9 Jun 2012 14:53:46 GMT;keine Beschreibung - sondern mitkommen, wenns keinen Spass mehr macht - weiter schalten!;;0;NA;NA;0;FALSE;FALSE;NA;13,355314;52,514164;9004647@N06;golli43;Hajo;68882;16 Jun 2007 15:35:22 GMT;31 Dec 1878 23:00:00 GMT;Berlin - Westend, Deutschland;http://farm4.static.flickr.com/3633/buddyicons/9004647@N06.jpg;TRUE;FALSE;1000;331
67;7399712826;72241 Hier gehen wir wieder nach dem alten Motto,;http://www.flickr.com/photos/hajo-ed/7399712826/;16;hauptbahnhof - mainstation - berlin - bundeshauptstadt - reichstag - spree - brandenburger tor - tiergarten - denkm?ñler - fanmeile - rosengarten - siegess?ñule - goldelse -;13;0;19 Jun 2012 06:34:14 GMT;9 Jun 2012 15:12:53 GMT;keine Beschreibung - sondern mitkommen, wenns keinen Spass mehr macht - weiter schalten!;;0;NA;NA;0;FALSE;FALSE;NA;13,355314;52,514164;9004647@N06;golli43;Hajo;68882;16 Jun 2007 15:35:22 GMT;31 Dec 1878 23:00:00 GMT;Berlin - Westend, Deutschland;http://farm4.static.flickr.com/3633/buddyicons/9004647@N06.jpg;TRUE;FALSE;1000;331
68;7399713914;72234 Hier gehen wir wieder nach dem alten Motto,;http://www.flickr.com/photos/hajo-ed/7399713914/;16;hauptbahnhof - mainstation - berlin - bundeshauptstadt - reichstag - spree - brandenburger tor - tiergarten - denkm?ñler - fanmeile - rosengarten - siegess?ñule - goldelse -;13;0;19 Jun 2012 06:34:33 GMT;9 Jun 2012 15:08:35 GMT;keine Beschreibung - sondern mitkommen, wenns keinen Spass mehr macht - weiter schalten!;;0;NA;NA;0;FALSE;FALSE;NA;13,355314;52,514164;9004647@N06;golli43;Hajo;68882;16 Jun 2007 15:35:22 GMT;31 Dec 1878 23:00:00 GMT;Berlin - Westend, Deutschland;http://farm4.static.flickr.com/3633/buddyicons/9004647@N06.jpg;TRUE;FALSE;1000;331
69;7399718974;72225 Hier gehen wir wieder nach dem alten Motto,;http://www.flickr.com/photos/hajo-ed/7399718974/;16;hauptbahnhof - mainstation - berlin - bundeshauptstadt - reichstag - spree - brandenburger tor - tiergarten - denkm?ñler - fanmeile - rosengarten - siegess?ñule - goldelse -;13;0;19 Jun 2012 06:36:01 GMT;9 Jun 2012 14:47:27 GMT;keine Beschreibung - sondern mitkommen, wenns keinen Spass mehr macht - weiter schalten!;;0;NA;NA;0;FALSE;FALSE;NA;13,355314;52,514164;9004647@N06;golli43;Hajo;68882;16 Jun 2007 15:35:22 GMT;31 Dec 1878 23:00:00 GMT;Berlin - Westend, Deutschland;http://farm4.static.flickr.com/3633/buddyicons/9004647@N06.jpg;TRUE;FALSE;1000;331
70;7399713482;72219 LottoHier gehen wir wieder nach dem alten Motto,;http://www.flickr.com/photos/hajo-ed/7399713482/;16;hauptbahnhof - mainstation - berlin - bundeshauptstadt - reichstag - spree - brandenburger tor - tiergarten - denkm?ñler - fanmeile - rosengarten - siegess?ñule - goldelse -;13;0;19 Jun 2012 06:34:25 GMT;9 Jun 2012 14:37:25 GMT;keine Beschreibung - sondern mitkommen, wenns keinen Spass mehr macht - weiter schalten!;;0;NA;NA;0;FALSE;FALSE;NA;13,356836;52,513985;9004647@N06;golli43;Hajo;68882;16 Jun 2007 15:35:22 GMT;31 Dec 1878 23:00:00 GMT;Berlin - Westend, Deutschland;http://farm4.static.flickr.com/3633/buddyicons/9004647@N06.jpg;TRUE;FALSE;1000;331
71;7399711080;72224 Hier gehen wir wieder nach dem alten Motto,;http://www.flickr.com/photos/hajo-ed/7399711080/;16;hauptbahnhof - mainstation - berlin - bundeshauptstadt - reichstag - spree - brandenburger tor - tiergarten - denkm?ñler - fanmeile - rosengarten - siegess?ñule - goldelse -;13;0;19 Jun 2012 06:33:45 GMT;9 Jun 2012 14:47:08 GMT;keine Beschreibung - sondern mitkommen, wenns keinen Spass mehr macht - weiter schalten!;;0;NA;NA;0;FALSE;FALSE;NA;13,355314;52,514164;9004647@N06;golli43;Hajo;68882;16 Jun 2007 15:35:22 GMT;31 Dec 1878 23:00:00 GMT;Berlin - Westend, Deutschland;http://farm4.static.flickr.com/3633/buddyicons/9004647@N06.jpg;TRUE;FALSE;1000;331
72;7399722116;72215 Hier gehen wir wieder nach dem alten Motto,;http://www.flickr.com/photos/hajo-ed/7399722116/;16;hauptbahnhof - mainstation - berlin - bundeshauptstadt - reichstag - spree - brandenburger tor - tiergarten - denkm?ñler - fanmeile - rosengarten - siegess?ñule - goldelse -;13;0;19 Jun 2012 06:36:55 GMT;9 Jun 2012 14:45:09 GMT;keine Beschreibung - sondern mitkommen, wenns keinen Spass mehr macht - weiter schalten!;;0;NA;NA;0;FALSE;FALSE;NA;13,355314;52,514164;9004647@N06;golli43;Hajo;68882;16 Jun 2007 15:35:22 GMT;31 Dec 1878 23:00:00 GMT;Berlin - Westend, Deutschland;http://farm4.static.flickr.com/3633/buddyicons/9004647@N06.jpg;TRUE;FALSE;1000;331
73;7399716040;72221 Hier gehen wir wieder nach dem alten Motto,;http://www.flickr.com/photos/hajo-ed/7399716040/;16;hauptbahnhof - mainstation - berlin - bundeshauptstadt - reichstag - spree - brandenburger tor - tiergarten - denkm?ñler - fanmeile - rosengarten - siegess?ñule - goldelse -;13;0;19 Jun 2012 06:35:09 GMT;9 Jun 2012 14:46:58 GMT;keine Beschreibung - sondern mitkommen, wenns keinen Spass mehr macht - weiter schalten!;;0;NA;NA;0;FALSE;FALSE;NA;13,355314;52,514164;9004647@N06;golli43;Hajo;68882;16 Jun 2007 15:35:22 GMT;31 Dec 1878 23:00:00 GMT;Berlin - Westend, Deutschland;http://farm4.static.flickr.com/3633/buddyicons/9004647@N06.jpg;TRUE;FALSE;1000;331
74;7399720266;72232 Hier gehen wir wieder nach dem alten Motto,;http://www.flickr.com/photos/hajo-ed/7399720266/;16;hauptbahnhof - mainstation - berlin - bundeshauptstadt - reichstag - spree - brandenburger tor - tiergarten - denkm?ñler - fanmeile - rosengarten - siegess?ñule - goldelse -;13;0;19 Jun 2012 06:36:24 GMT;9 Jun 2012 15:06:01 GMT;keine Beschreibung - sondern mitkommen, wenns keinen Spass mehr macht - weiter schalten!;;0;NA;NA;0;FALSE;FALSE;NA;13,355314;52,514164;9004647@N06;golli43;Hajo;68882;16 Jun 2007 15:35:22 GMT;31 Dec 1878 23:00:00 GMT;Berlin - Westend, Deutschland;http://farm4.static.flickr.com/3633/buddyicons/9004647@N06.jpg;TRUE;FALSE;1000;331
75;7399714970;72228 Hier gehen wir wieder nach dem alten Motto,;http://www.flickr.com/photos/hajo-ed/7399714970/;16;hauptbahnhof - mainstation - berlin - bundeshauptstadt - reichstag - spree - brandenburger tor - tiergarten - denkm?ñler - fanmeile - rosengarten - siegess?ñule - goldelse -;13;0;19 Jun 2012 06:34:51 GMT;9 Jun 2012 14:48:45 GMT;keine Beschreibung - sondern mitkommen, wenns keinen Spass mehr macht - weiter schalten!;;0;NA;NA;0;FALSE;FALSE;NA;13,355314;52,514164;9004647@N06;golli43;Hajo;68882;16 Jun 2007 15:35:22 GMT;31 Dec 1878 23:00:00 GMT;Berlin - Westend, Deutschland;http://farm4.static.flickr.com/3633/buddyicons/9004647@N06.jpg;TRUE;FALSE;1000;331
76;7399717604;72223 Hier gehen wir wieder nach dem alten Motto,;http://www.flickr.com/photos/hajo-ed/7399717604/;16;hauptbahnhof - mainstation - berlin - bundeshauptstadt - reichstag - spree - brandenburger tor - tiergarten - denkm?ñler - fanmeile - rosengarten - siegess?ñule - goldelse -;13;0;19 Jun 2012 06:35:37 GMT;9 Jun 2012 14:51:12 GMT;keine Beschreibung - sondern mitkommen, wenns keinen Spass mehr macht - weiter schalten!;;0;NA;NA;0;FALSE;FALSE;NA;13,355314;52,514164;9004647@N06;golli43;Hajo;68882;16 Jun 2007 15:35:22 GMT;31 Dec 1878 23:00:00 GMT;Berlin - Westend, Deutschland;http://farm4.static.flickr.com/3633/buddyicons/9004647@N06.jpg;TRUE;FALSE;1000;331
